

"4fac241a-88c5-4452-97db-5364f19b7f48","Example Event-0","eaf2622b-c0d7-4002-9319-a0d9ce259e5c","7d51c666-8814-47dd-8ff5-4e6bef33cbc3","77.77","116.655","44","49","Robert Downey","12/31/2017 23:30:00","1514784600000"
"1e8a475b-ac8e-45c6-a62c-a506e179633f","Example Event-1","99f721be-e432-4ec7-a952-a01006229e64","bcfe76e1-1c5b-4ea3-a8d4-b8adf9f6e0ec","77.77","116.655","60","275","Oprah Winfrey","03/15/2018 16:30:00","1521149400000"
"1e7aab85-93b3-4a69-8ada-14fd6800559a","Example Event-2","99f721be-e432-4ec7-a952-a01006229e64","e64bfe72-0ff9-4b99-a19e-62f110ab0d68","77.77","116.655","65","224","Sandra Bullock","12/31/2017 23:30:00","1514784600000"
"f6d1990b-12eb-44b9-98ad-57a53ad543b0","Example Event-3","38518d0e-f760-4014-ba3c-a37be6e9d23a","5e2c3fc9-6f5d-4a2d-be52-67a5c6e2d79b","77.77","116.655","25","342","Will Smith","10/31/2018 16:00:00","1541019600000"
"3121b595-7375-477d-b785-e065f0934790","Example Event-4","99f721be-e432-4ec7-a952-a01006229e64","5e2c3fc9-6f5d-4a2d-be52-67a5c6e2d79b","77.77","116.655","49","171","Will Smith","03/15/2018 16:30:00","1521149400000"
"4d89343d-f796-4bc3-abcb-52260b544db4","Example Event-5","eaf2622b-c0d7-4002-9319-a0d9ce259e5c","e64bfe72-0ff9-4b99-a19e-62f110ab0d68","77.77","116.655","90","86","Robert Downey","09/04/2018 15:45:00","1536093900000"
"acbe5b23-f01e-4bf8-ae26-af2ec102effa","Example Event-6","6e9d2042-904f-40b7-b959-d31ba076fba1","5e2c3fc9-6f5d-4a2d-be52-67a5c6e2d79b","77.77","116.655","58","889","Sandra Bullock","03/13/2019 21:30:00","1552530600000"
"1072edff-083c-41d7-818f-8d87aabb7491","Example Event-7","38518d0e-f760-4014-ba3c-a37be6e9d23a","7d51c666-8814-47dd-8ff5-4e6bef33cbc3","77.77","116.655","48","261","Robert Downey","03/13/2019 21:30:00","1552530600000"
"46946509-f971-4114-b99e-5405de21247c","Example Event-8","eaf2622b-c0d7-4002-9319-a0d9ce259e5c","5e2c3fc9-6f5d-4a2d-be52-67a5c6e2d79b","77.77","116.655","61","712","Will Smith","04/14/2018 12:15:00","1523726100000"
"59bacbc4-4750-4d1f-b5c2-68344c968b80","Example Event-9","eaf2622b-c0d7-4002-9319-a0d9ce259e5c","5e2c3fc9-6f5d-4a2d-be52-67a5c6e2d79b","77.77","116.655","46","873","Oprah Winfrey","06/13/2018 18:00:00","1528930800000"
